Order_ID,Date,Customer_Name,Region,Sales_Rep,Product_Category,Units_Sold,Unit_Price,Discount_Pct,Gross_Revenue,Net_Revenue,Profit
ORD-2025-1204,2025-07-06,Client Corp 233,South,Priya Nair,Advisory API,4,25000,0.0,100000,100000.0,26906.71052232307
ORD-2025-1205,2025-04-23,Client Corp 157,North,Rohan Mehta,Risk Engine,20,12000,0.0,240000,240000.0,96236.15664748939
ORD-2025-1206,2025-01-02,Client Corp 655,East,Priya Nair,Payment Gateway,16,25000,0.05,400000,380000.0,121701.74056987725
ORD-2025-1207,2025-05-10,Client Corp 784,Central,Priya Nair,Advisory API,15,1500,0.15,22500,19125.0,5913.443619543724
ORD-2025-1208,2025-08-08,Client Corp 771,North,Vikram Singh,Payment Gateway,15,25000,0.0,375000,375000.0,91696.81629439742
ORD-2025-1209,2025-02-23,Client Corp 272,East,Ananya Verma,Risk Engine,6,3200,0.15,19200,16320.0,4380.740729529256
ORD-2025-1210,2025-12-09,Client Corp 928,North,Ananya Verma,FinTech Software,15,12000,0.1,180000,162000.0,63971.05594627522
ORD-2025-1211,2025-08-12,Client Corp 914,Central,Rohan Mehta,FinTech Software,14,3200,0.2,44800,35840.0,12183.84854960683
ORD-2025-1212,2025-08-13,Client Corp 248,Central,Rohan Mehta,Advisory API,11,25000,0.15,275000,233750.0,86247.41220080586
ORD-2025-1213,2025-05-06,Client Corp 179,South,Ananya Verma,POS Hardware,7,1500,0.2,10500,8400.0,2427.960372904393
ORD-2025-1214,2025-05-10,Client Corp 985,West,Vikram Singh,Advisory API,9,7500,0.15,67500,57375.0,19006.004211911295
ORD-2025-1215,2025-02-22,Client Corp 312,North,Ananya Verma,POS Hardware,16,25000,0.1,400000,360000.0,86260.34379541312
ORD-2025-1216,2025-06-21,Client Corp 302,North,Vikram Singh,Payment Gateway,5,1500,0.0,7500,7500.0,2619.8294945102753
ORD-2025-1217,2025-08-06,Client Corp 863,East,Rohan Mehta,Payment Gateway,20,12000,0.1,240000,216000.0,61046.853139181
ORD-2025-1218,2025-06-09,Client Corp 328,Central,Aarav Sharma,Risk Engine,10,3200,0.0,32000,32000.0,9158.749553777245
ORD-2025-1219,2025-07-17,Client Corp 775,North,Rohan Mehta,POS Hardware,18,3200,0.0,57600,57600.0,19344.23181495081
ORD-2025-1220,2025-09-04,Client Corp 326,Central,Rohan Mehta,Risk Engine,3,3200,0.2,9600,7680.0,3108.152441491525
ORD-2025-1221,2025-11-20,Client Corp 758,North,Priya Nair,FinTech Software,13,12000,0.1,156000,140400.0,27428.75785532409
ORD-2025-1222,2025-07-22,Client Corp 631,South,Priya Nair,POS Hardware,11,1500,0.15,16500,14025.0,5300.585736910028
ORD-2025-1223,2025-07-03,Client Corp 540,West,Priya Nair,Advisory API,17,12000,0.1,204000,183600.0,45931.569377202875
ORD-2025-1224,2025-05-03,Client Corp 501,North,Priya Nair,FinTech Software,22,3200,0.2,70400,56320.0,16137.970482671806
ORD-2025-1225,2025-09-12,Client Corp 146,Central,Vikram Singh,FinTech Software,13,25000,0.0,325000,325000.0,60209.239644450696
ORD-2025-1226,2025-10-21,Client Corp 332,South,Ananya Verma,Advisory API,6,7500,0.2,45000,36000.0,9081.038112488464
ORD-2025-1227,2025-10-07,Client Corp 404,North,Aarav Sharma,FinTech Software,17,12000,0.05,204000,193800.0,58262.38435721263
ORD-2025-1228,2025-11-21,Client Corp 625,East,Rohan Mehta,POS Hardware,13,12000,0.05,156000,148200.0,28674.07071909371
ORD-2025-1229,2025-04-08,Client Corp 242,West,Vikram Singh,Risk Engine,19,1500,0.15,28500,24225.0,7215.730570633722
ORD-2025-1230,2025-07-17,Client Corp 514,North,Aarav Sharma,FinTech Software,21,1500,0.2,31500,25200.0,10143.165083335769
ORD-2025-1231,2025-08-28,Client Corp 612,South,Vikram Singh,POS Hardware,19,12000,0.15,228000,193800.0,39786.04936063023
ORD-2025-1232,2025-05-24,Client Corp 472,East,Vikram Singh,Payment Gateway,10,3200,0.15,32000,27200.0,9886.269072876892
ORD-2025-1233,2025-04-07,Client Corp 665,South,Rohan Mehta,POS Hardware,3,7500,0.05,22500,21375.0,5949.112503818842
ORD-2025-1234,2025-07-20,Client Corp 985,South,Ananya Verma,Risk Engine,14,1500,0.15,21000,17850.0,6019.764193022264
ORD-2025-1235,2025-05-04,Client Corp 358,East,Priya Nair,POS Hardware,19,3200,0.05,60800,57760.0,14004.303815910442
ORD-2025-1236,2025-07-06,Client Corp 755,South,Ananya Verma,Advisory API,5,25000,0.0,125000,125000.0,27284.76787624075
ORD-2025-1237,2025-11-22,Client Corp 570,East,Rohan Mehta,Risk Engine,5,1500,0.2,7500,6000.0,1311.066164550566
ORD-2025-1238,2025-12-15,Client Corp 111,North,Rohan Mehta,Payment Gateway,20,3200,0.15,64000,54400.0,10712.342842316897
ORD-2025-1239,2025-09-16,Client Corp 429,East,Rohan Mehta,Advisory API,17,3200,0.05,54400,51680.0,11605.013210231096
ORD-2025-1240,2025-05-28,Client Corp 835,East,Aarav Sharma,POS Hardware,21,7500,0.1,157500,141750.0,48111.7434773247
ORD-2025-1241,2025-09-09,Client Corp 883,West,Ananya Verma,Risk Engine,10,7500,0.15,75000,63750.0,24964.866361205673
ORD-2025-1242,2025-12-12,Client Corp 457,East,Ananya Verma,Payment Gateway,5,25000,0.0,125000,125000.0,46923.77056773485
ORD-2025-1243,2025-05-27,Client Corp 507,East,Vikram Singh,Advisory API,4,3200,0.0,12800,12800.0,4408.732599934415
ORD-2025-1244,2025-05-28,Client Corp 767,North,Vikram Singh,Payment Gateway,6,3200,0.1,19200,17280.0,3568.3830239385247
ORD-2025-1245,2025-12-18,Client Corp 472,West,Vikram Singh,POS Hardware,4,7500,0.05,30000,28500.0,7108.042132664296
ORD-2025-1246,2025-07-18,Client Corp 107,Central,Rohan Mehta,Payment Gateway,7,1500,0.15,10500,8925.0,2270.106326940728
ORD-2025-1247,2025-11-04,Client Corp 221,North,Ananya Verma,FinTech Software,7,1500,0.05,10500,9975.0,2393.896929675905
ORD-2025-1248,2025-05-08,Client Corp 447,North,Rohan Mehta,Advisory API,18,12000,0.0,216000,216000.0,65577.89339935205
ORD-2025-1249,2025-02-08,Client Corp 775,Central,Aarav Sharma,Payment Gateway,3,7500,0.05,22500,21375.0,6594.89107033272
ORD-2025-1250,2025-12-04,Client Corp 189,East,Vikram Singh,POS Hardware,1,12000,0.0,12000,12000.0,3187.831608492797
ORD-2025-1251,2025-12-26,Client Corp 747,South,Rohan Mehta,POS Hardware,24,7500,0.05,180000,171000.0,45299.50707454333
ORD-2025-1252,2025-05-09,Client Corp 797,West,Rohan Mehta,Payment Gateway,4,25000,0.1,100000,90000.0,34096.80091477135
ORD-2025-1253,2025-09-24,Client Corp 415,South,Aarav Sharma,POS Hardware,6,3200,0.2,19200,15360.0,5674.449156045689
ORD-2025-1254,2025-05-31,Client Corp 277,Central,Priya Nair,Risk Engine,9,25000,0.1,225000,202500.0,51408.877419684235
ORD-2025-1255,2025-10-25,Client Corp 639,North,Ananya Verma,Risk Engine,22,7500,0.1,165000,148500.0,59297.42013964296
ORD-2025-1256,2025-04-09,Client Corp 831,North,Priya Nair,Risk Engine,14,3200,0.2,44800,35840.0,14646.933650248755
ORD-2025-1257,2025-09-20,Client Corp 968,West,Vikram Singh,FinTech Software,12,1500,0.2,18000,14400.0,3721.222225255821
ORD-2025-1258,2025-09-09,Client Corp 140,North,Rohan Mehta,Payment Gateway,20,1500,0.15,30000,25500.0,6759.080686613496
ORD-2025-1259,2025-05-24,Client Corp 839,North,Aarav Sharma,FinTech Software,24,12000,0.15,288000,244800.0,73771.01778184692
ORD-2025-1260,2025-12-12,Client Corp 803,West,Aarav Sharma,POS Hardware,4,7500,0.1,30000,27000.0,10958.462865218204
ORD-2025-1261,2025-04-22,Client Corp 601,West,Ananya Verma,FinTech Software,21,7500,0.1,157500,141750.0,55327.387115501435
ORD-2025-1262,2025-03-01,Client Corp 244,Central,Priya Nair,POS Hardware,24,1500,0.0,36000,36000.0,7366.187196722216
ORD-2025-1263,2025-01-02,Client Corp 300,North,Ananya Verma,POS Hardware,12,25000,0.0,300000,300000.0,82276.61351554198
ORD-2025-1264,2025-10-31,Client Corp 823,North,Rohan Mehta,Advisory API,10,3200,0.15,32000,27200.0,8508.40712668651
ORD-2025-1265,2025-09-11,Client Corp 560,Central,Ananya Verma,Risk Engine,22,25000,0.15,550000,467500.0,140601.4634202828
ORD-2025-1266,2025-05-20,Client Corp 831,East,Aarav Sharma,POS Hardware,7,25000,0.0,175000,175000.0,39642.24885334949
ORD-2025-1267,2025-02-06,Client Corp 851,East,Aarav Sharma,Advisory API,3,1500,0.0,4500,4500.0,1737.5221128616072
ORD-2025-1268,2025-06-09,Client Corp 657,East,Vikram Singh,Risk Engine,23,1500,0.05,34500,32775.0,11224.316199053123
ORD-2025-1269,2025-01-09,Client Corp 646,Central,Vikram Singh,POS Hardware,14,1500,0.05,21000,19950.0,7602.905298790436
ORD-2025-1270,2025-08-21,Client Corp 352,North,Rohan Mehta,POS Hardware,24,12000,0.0,288000,288000.0,111197.78698863552
ORD-2025-1271,2025-04-09,Client Corp 489,Central,Priya Nair,FinTech Software,10,25000,0.05,250000,237500.0,85406.28365894717
ORD-2025-1272,2025-05-27,Client Corp 693,Central,Ananya Verma,FinTech Software,16,7500,0.2,120000,96000.0,27399.41225279349
ORD-2025-1273,2025-10-31,Client Corp 982,East,Rohan Mehta,Risk Engine,16,3200,0.15,51200,43520.0,14210.638746785105
ORD-2025-1274,2025-07-27,Client Corp 355,South,Vikram Singh,POS Hardware,22,12000,0.15,264000,224400.0,49028.63931198489
ORD-2025-1275,2025-05-11,Client Corp 808,North,Ananya Verma,Payment Gateway,10,7500,0.0,75000,75000.0,25625.61751454834
ORD-2025-1276,2025-06-01,Client Corp 914,East,Vikram Singh,FinTech Software,13,25000,0.1,325000,292500.0,65233.5785528975
ORD-2025-1277,2025-02-23,Client Corp 549,South,Ananya Verma,Risk Engine,6,1500,0.0,9000,9000.0,3118.931115501939
ORD-2025-1278,2025-04-30,Client Corp 109,South,Priya Nair,POS Hardware,12,25000,0.05,300000,285000.0,67004.51419557145
ORD-2025-1279,2025-06-10,Client Corp 923,West,Rohan Mehta,POS Hardware,9,3200,0.1,28800,25920.0,5396.863127974488
ORD-2025-1280,2025-04-26,Client Corp 897,North,Ananya Verma,Payment Gateway,13,12000,0.05,156000,148200.0,32554.838745404708
ORD-2025-1281,2025-03-16,Client Corp 341,South,Aarav Sharma,Risk Engine,4,12000,0.2,48000,38400.0,6930.3595181789515
ORD-2025-1282,2025-04-23,Client Corp 350,East,Aarav Sharma,POS Hardware,24,3200,0.05,76800,72960.0,25718.218204462457
ORD-2025-1283,2025-04-14,Client Corp 976,West,Ananya Verma,FinTech Software,11,7500,0.2,82500,66000.0,23481.232617084723
ORD-2025-1284,2025-12-06,Client Corp 104,North,Ananya Verma,Payment Gateway,20,7500,0.2,150000,120000.0,36430.08047750188
ORD-2025-1285,2025-09-11,Client Corp 218,Central,Ananya Verma,Risk Engine,18,12000,0.05,216000,205200.0,44882.795226375536
ORD-2025-1286,2025-08-15,Client Corp 900,East,Aarav Sharma,Payment Gateway,11,12000,0.05,132000,125400.0,25086.65134172172
ORD-2025-1287,2025-04-22,Client Corp 473,South,Aarav Sharma,FinTech Software,21,1500,0.2,31500,25200.0,4651.691989012712
ORD-2025-1288,2025-04-09,Client Corp 164,South,Ananya Verma,Risk Engine,4,7500,0.1,30000,27000.0,5934.048186734631
ORD-2025-1289,2025-06-02,Client Corp 245,East,Vikram Singh,Payment Gateway,18,3200,0.2,57600,46080.0,18146.549532485613
ORD-2025-1290,2025-12-15,Client Corp 323,South,Vikram Singh,Advisory API,1,7500,0.15,7500,6375.0,1517.0513678035732
ORD-2025-1291,2025-12-04,Client Corp 338,West,Priya Nair,FinTech Software,7,1500,0.2,10500,8400.0,2226.2109956699064
ORD-2025-1292,2025-07-13,Client Corp 276,North,Rohan Mehta,FinTech Software,6,12000,0.1,72000,64800.0,13302.332974653693
ORD-2025-1293,2025-11-06,Client Corp 878,West,Vikram Singh,FinTech Software,15,12000,0.15,180000,153000.0,35705.107110352816
ORD-2025-1294,2025-06-12,Client Corp 952,South,Aarav Sharma,Advisory API,18,1500,0.0,27000,27000.0,8224.57521865573
ORD-2025-1295,2025-07-27,Client Corp 381,Central,Vikram Singh,Advisory API,24,3200,0.0,76800,76800.0,25026.097454819068
ORD-2025-1296,2025-06-18,Client Corp 162,North,Priya Nair,POS Hardware,11,12000,0.1,132000,118800.0,28379.48518150701
ORD-2025-1297,2025-06-10,Client Corp 316,North,Priya Nair,Payment Gateway,20,25000,0.2,500000,400000.0,77542.28728561124
ORD-2025-1298,2025-03-09,Client Corp 953,East,Rohan Mehta,POS Hardware,24,12000,0.05,288000,273600.0,74924.7823183815
ORD-2025-1299,2025-10-16,Client Corp 926,East,Vikram Singh,Payment Gateway,15,25000,0.1,375000,337500.0,79720.47304503307
ORD-2025-1300,2025-10-04,Client Corp 894,Central,Aarav Sharma,Advisory API,16,1500,0.15,24000,20400.0,4746.936008133111
ORD-2025-1301,2025-10-31,Client Corp 788,North,Aarav Sharma,Advisory API,7,1500,0.15,10500,8925.0,3662.526123412221
ORD-2025-1302,2025-05-15,Client Corp 560,Central,Ananya Verma,POS Hardware,21,12000,0.0,252000,252000.0,82633.8533887878
ORD-2025-1303,2025-07-14,Client Corp 709,East,Aarav Sharma,Risk Engine,10,7500,0.15,75000,63750.0,19995.24018053307
ORD-2025-1304,2025-05-08,Client Corp 204,East,Rohan Mehta,POS Hardware,12,25000,0.1,300000,270000.0,75542.22670831125
ORD-2025-1305,2025-02-02,Client Corp 198,North,Rohan Mehta,Payment Gateway,24,3200,0.15,76800,65280.0,18470.756660716754
ORD-2025-1306,2025-06-25,Client Corp 610,West,Aarav Sharma,POS Hardware,14,12000,0.1,168000,151200.0,46844.36077927628
ORD-2025-1307,2025-01-22,Client Corp 484,South,Aarav Sharma,FinTech Software,5,3200,0.05,16000,15200.0,5276.575936067719
ORD-2025-1308,2025-08-26,Client Corp 504,East,Ananya Verma,Payment Gateway,21,12000,0.0,252000,252000.0,87825.79589707704
ORD-2025-1309,2025-06-07,Client Corp 922,East,Aarav Sharma,Payment Gateway,18,7500,0.15,135000,114750.0,25383.45021820808
ORD-2025-1310,2025-02-07,Client Corp 617,West,Ananya Verma,Risk Engine,5,7500,0.1,37500,33750.0,10125.913291820678
ORD-2025-1311,2025-08-18,Client Corp 575,West,Ananya Verma,Advisory API,3,7500,0.2,22500,18000.0,5019.65897054732
ORD-2025-1312,2025-12-31,Client Corp 808,Central,Aarav Sharma,Payment Gateway,23,7500,0.0,172500,172500.0,67089.8164035525
ORD-2025-1313,2025-02-20,Client Corp 962,Central,Priya Nair,Advisory API,5,1500,0.05,7500,7125.0,2362.2263552834233
ORD-2025-1314,2025-09-21,Client Corp 744,South,Priya Nair,POS Hardware,24,1500,0.1,36000,32400.0,9972.751620450674
ORD-2025-1315,2025-10-10,Client Corp 969,South,Ananya Verma,FinTech Software,17,25000,0.05,425000,403750.0,83856.7408271371
ORD-2025-1316,2025-01-27,Client Corp 870,North,Aarav Sharma,Risk Engine,19,3200,0.05,60800,57760.0,18792.39467695686
ORD-2025-1317,2025-08-14,Client Corp 536,Central,Priya Nair,Advisory API,19,12000,0.15,228000,193800.0,40335.388060999016
ORD-2025-1318,2025-10-04,Client Corp 122,East,Aarav Sharma,Payment Gateway,21,12000,0.15,252000,214200.0,55891.11563668418
ORD-2025-1319,2025-10-13,Client Corp 664,Central,Aarav Sharma,Advisory API,12,1500,0.1,18000,16200.0,3471.3695591981223
ORD-2025-1320,2025-04-07,Client Corp 776,East,Aarav Sharma,Payment Gateway,9,12000,0.2,108000,86400.0,29902.839144697315
ORD-2025-1321,2025-10-11,Client Corp 813,West,Vikram Singh,Advisory API,1,1500,0.1,1500,1350.0,309.82568488291344
ORD-2025-1322,2025-11-13,Client Corp 557,Central,Aarav Sharma,Payment Gateway,18,25000,0.2,450000,360000.0,98656.64984344544
ORD-2025-1323,2025-10-31,Client Corp 182,West,Vikram Singh,POS Hardware,21,3200,0.05,67200,63840.0,25214.37067276388
ORD-2025-1324,2025-05-27,Client Corp 244,South,Ananya Verma,Payment Gateway,4,25000,0.0,100000,100000.0,22903.593201575288
ORD-2025-1325,2025-01-04,Client Corp 184,South,Priya Nair,Payment Gateway,10,7500,0.1,75000,67500.0,20376.44203613222
ORD-2025-1326,2025-02-04,Client Corp 177,North,Priya Nair,FinTech Software,7,7500,0.1,52500,47250.0,13259.540637622687
ORD-2025-1327,2025-07-11,Client Corp 556,Central,Priya Nair,Payment Gateway,22,7500,0.2,165000,132000.0,24334.169620328717
ORD-2025-1328,2025-02-18,Client Corp 977,West,Priya Nair,FinTech Software,23,25000,0.05,575000,546250.0,202255.58868939575
ORD-2025-1329,2025-01-17,Client Corp 100,East,Priya Nair,Risk Engine,1,12000,0.05,12000,11400.0,2240.9095996767446
ORD-2025-1330,2025-06-21,Client Corp 150,South,Priya Nair,FinTech Software,17,3200,0.2,54400,43520.0,12787.098843100084
ORD-2025-1331,2025-08-08,Client Corp 784,South,Priya Nair,POS Hardware,24,7500,0.05,180000,171000.0,53790.237224294506
ORD-2025-1332,2025-06-07,Client Corp 816,East,Ananya Verma,FinTech Software,2,7500,0.15,15000,12750.0,4217.9849572406365
ORD-2025-1333,2025-02-15,Client Corp 871,West,Aarav Sharma,Risk Engine,11,7500,0.0,82500,82500.0,28484.90626029594
ORD-2025-1334,2025-01-06,Client Corp 545,West,Rohan Mehta,POS Hardware,9,3200,0.1,28800,25920.0,6241.156843418105
ORD-2025-1335,2025-04-09,Client Corp 548,Central,Vikram Singh,Advisory API,7,7500,0.0,52500,52500.0,9575.732585896463
ORD-2025-1336,2025-08-21,Client Corp 980,Central,Rohan Mehta,Advisory API,22,3200,0.1,70400,63360.0,22405.773707233733
ORD-2025-1337,2025-02-06,Client Corp 587,North,Rohan Mehta,FinTech Software,17,7500,0.15,127500,108375.0,33439.92814903052
ORD-2025-1338,2025-10-07,Client Corp 899,South,Aarav Sharma,FinTech Software,17,25000,0.05,425000,403750.0,153694.8054407824
ORD-2025-1339,2025-12-15,Client Corp 133,Central,Aarav Sharma,Risk Engine,2,25000,0.2,50000,40000.0,15085.328283846664
ORD-2025-1340,2025-10-29,Client Corp 447,West,Aarav Sharma,Risk Engine,6,3200,0.15,19200,16320.0,6240.739933991581
ORD-2025-1341,2025-06-30,Client Corp 194,East,Priya Nair,Payment Gateway,14,25000,0.0,350000,350000.0,103747.95143828136
ORD-2025-1342,2025-04-05,Client Corp 171,West,Ananya Verma,Risk Engine,6,3200,0.2,19200,15360.0,3994.687718413021
ORD-2025-1343,2025-04-09,Client Corp 650,South,Priya Nair,Payment Gateway,2,25000,0.05,50000,47500.0,17573.763509541615
ORD-2025-1344,2025-07-07,Client Corp 253,West,Ananya Verma,POS Hardware,1,25000,0.15,25000,21250.0,6126.5999764492
ORD-2025-1345,2025-04-26,Client Corp 349,North,Ananya Verma,FinTech Software,10,3200,0.2,32000,25600.0,5735.068854702701
ORD-2025-1346,2025-07-10,Client Corp 773,South,Rohan Mehta,POS Hardware,21,12000,0.15,252000,214200.0,82508.50439761627
ORD-2025-1347,2025-09-10,Client Corp 537,East,Rohan Mehta,Risk Engine,5,25000,0.15,125000,106250.0,41630.27685769485
ORD-2025-1348,2025-06-10,Client Corp 217,North,Ananya Verma,POS Hardware,2,7500,0.05,15000,14250.0,4159.779365999381
ORD-2025-1349,2025-09-13,Client Corp 870,South,Ananya Verma,POS Hardware,22,12000,0.1,264000,237600.0,47084.701250113314
ORD-2025-1350,2025-11-19,Client Corp 990,East,Priya Nair,POS Hardware,16,3200,0.2,51200,40960.0,11185.2855943194
ORD-2025-1351,2025-05-08,Client Corp 405,North,Priya Nair,Risk Engine,2,12000,0.05,24000,22800.0,8500.958072579366
ORD-2025-1352,2025-01-18,Client Corp 367,North,Rohan Mehta,POS Hardware,10,1500,0.15,15000,12750.0,5054.42852735146
ORD-2025-1353,2025-10-08,Client Corp 153,South,Aarav Sharma,Payment Gateway,2,1500,0.05,3000,2850.0,652.1753558683555
ORD-2025-1354,2025-08-11,Client Corp 335,Central,Ananya Verma,Risk Engine,16,25000,0.1,400000,360000.0,70586.52007898345
ORD-2025-1355,2025-02-23,Client Corp 488,North,Priya Nair,POS Hardware,16,25000,0.2,400000,320000.0,124980.51480060202
ORD-2025-1356,2025-02-27,Client Corp 833,North,Rohan Mehta,Risk Engine,19,7500,0.1,142500,128250.0,35070.88402176978
ORD-2025-1357,2025-11-19,Client Corp 862,East,Priya Nair,Advisory API,7,12000,0.0,84000,84000.0,26041.901039634075
ORD-2025-1358,2025-12-26,Client Corp 924,West,Ananya Verma,Payment Gateway,22,1500,0.2,33000,26400.0,10885.664985153608
ORD-2025-1359,2025-06-23,Client Corp 500,South,Ananya Verma,POS Hardware,12,25000,0.1,300000,270000.0,52913.39436884164
ORD-2025-1360,2025-10-07,Client Corp 723,South,Vikram Singh,Advisory API,24,12000,0.15,288000,244800.0,82153.97957382552
ORD-2025-1361,2025-04-24,Client Corp 866,Central,Aarav Sharma,Advisory API,15,25000,0.2,375000,300000.0,59335.59042539043
ORD-2025-1362,2025-10-15,Client Corp 402,Central,Vikram Singh,Risk Engine,8,25000,0.2,200000,160000.0,43218.00685311361
ORD-2025-1363,2025-12-08,Client Corp 306,South,Rohan Mehta,Advisory API,6,1500,0.05,9000,8550.0,3188.4274467369523
ORD-2025-1364,2025-05-31,Client Corp 328,Central,Priya Nair,Payment Gateway,10,1500,0.15,15000,12750.0,3621.4250322322414
ORD-2025-1365,2025-05-07,Client Corp 952,East,Rohan Mehta,Payment Gateway,3,25000,0.0,75000,75000.0,31449.282370253106
ORD-2025-1366,2025-06-04,Client Corp 677,South,Ananya Verma,FinTech Software,19,3200,0.1,60800,54720.0,17191.613777346734
ORD-2025-1367,2025-09-30,Client Corp 174,Central,Vikram Singh,Payment Gateway,17,25000,0.05,425000,403750.0,103795.61259042389
ORD-2025-1368,2025-04-14,Client Corp 534,South,Vikram Singh,Advisory API,7,25000,0.1,175000,157500.0,36670.20811919967
ORD-2025-1369,2025-10-26,Client Corp 202,West,Vikram Singh,Payment Gateway,21,7500,0.0,157500,157500.0,41599.67619601692
ORD-2025-1370,2025-09-03,Client Corp 521,North,Rohan Mehta,Risk Engine,20,7500,0.0,150000,150000.0,40411.19785534383
ORD-2025-1371,2025-06-25,Client Corp 803,South,Ananya Verma,FinTech Software,4,7500,0.2,30000,24000.0,4715.790783690015
ORD-2025-1372,2025-02-08,Client Corp 863,North,Priya Nair,Advisory API,14,3200,0.0,44800,44800.0,12037.661792236664
ORD-2025-1373,2025-06-19,Client Corp 837,Central,Priya Nair,FinTech Software,20,3200,0.1,64000,57600.0,16785.633296875047
ORD-2025-1374,2025-09-04,Client Corp 905,North,Rohan Mehta,Advisory API,22,25000,0.15,550000,467500.0,165241.17580119387
ORD-2025-1375,2025-01-26,Client Corp 405,South,Vikram Singh,Risk Engine,15,7500,0.15,112500,95625.0,32284.4416743609
ORD-2025-1376,2025-12-21,Client Corp 197,West,Aarav Sharma,FinTech Software,24,3200,0.2,76800,61440.0,21510.374845747014
ORD-2025-1377,2025-11-02,Client Corp 949,Central,Rohan Mehta,POS Hardware,8,1500,0.1,12000,10800.0,1965.6786634248135
ORD-2025-1378,2025-01-13,Client Corp 897,South,Rohan Mehta,Advisory API,21,25000,0.1,525000,472500.0,109733.48311243278
ORD-2025-1379,2025-11-12,Client Corp 434,Central,Ananya Verma,POS Hardware,15,12000,0.0,180000,180000.0,60984.7612588738
ORD-2025-1380,2025-11-09,Client Corp 958,East,Priya Nair,FinTech Software,22,25000,0.1,550000,495000.0,146597.93693975394
ORD-2025-1381,2025-02-05,Client Corp 534,North,Rohan Mehta,POS Hardware,20,12000,0.05,240000,228000.0,41330.75338857189
ORD-2025-1382,2025-06-22,Client Corp 546,East,Rohan Mehta,POS Hardware,14,7500,0.0,105000,105000.0,39173.264989281924
ORD-2025-1383,2025-01-20,Client Corp 407,South,Vikram Singh,FinTech Software,9,12000,0.05,108000,102600.0,37497.66293270127
ORD-2025-1384,2025-11-17,Client Corp 348,West,Vikram Singh,Risk Engine,8,7500,0.2,60000,48000.0,14957.788757685841
ORD-2025-1385,2025-09-21,Client Corp 265,Central,Aarav Sharma,POS Hardware,17,1500,0.15,25500,21675.0,4247.242220688167
ORD-2025-1386,2025-05-22,Client Corp 580,North,Ananya Verma,POS Hardware,2,12000,0.2,24000,19200.0,6988.10134824615
ORD-2025-1387,2025-05-23,Client Corp 434,Central,Aarav Sharma,Risk Engine,24,25000,0.15,600000,510000.0,163246.54313831893
ORD-2025-1388,2025-04-02,Client Corp 641,South,Vikram Singh,POS Hardware,3,7500,0.2,22500,18000.0,6618.067101322383
ORD-2025-1389,2025-12-20,Client Corp 858,Central,Priya Nair,POS Hardware,8,25000,0.1,200000,180000.0,64875.470071500305
ORD-2025-1390,2025-11-18,Client Corp 205,North,Vikram Singh,POS Hardware,12,3200,0.05,38400,36480.0,13596.843740405255
ORD-2025-1391,2025-10-15,Client Corp 662,South,Ananya Verma,Payment Gateway,1,7500,0.15,7500,6375.0,1940.0523415990758
ORD-2025-1392,2025-08-03,Client Corp 180,Central,Vikram Singh,Risk Engine,10,12000,0.0,120000,120000.0,25641.34612397323
ORD-2025-1393,2025-12-08,Client Corp 232,West,Ananya Verma,POS Hardware,20,7500,0.05,150000,142500.0,48603.58558958535
ORD-2025-1394,2025-02-20,Client Corp 896,South,Ananya Verma,Risk Engine,3,25000,0.0,75000,75000.0,24668.52813093547
ORD-2025-1395,2025-06-02,Client Corp 237,South,Ananya Verma,Advisory API,6,1500,0.05,9000,8550.0,3062.1035401325266
ORD-2025-1396,2025-07-05,Client Corp 283,West,Ananya Verma,Advisory API,7,7500,0.05,52500,49875.0,11010.975642427302
ORD-2025-1397,2025-03-04,Client Corp 500,East,Ananya Verma,POS Hardware,20,12000,0.2,240000,192000.0,43544.45721140532
ORD-2025-1398,2025-07-09,Client Corp 429,North,Priya Nair,Risk Engine,23,3200,0.15,73600,62560.0,24629.764655337887
ORD-2025-1399,2025-05-05,Client Corp 884,East,Aarav Sharma,Risk Engine,18,1500,0.15,27000,22950.0,8261.877713874006
ORD-2025-1400,2025-05-30,Client Corp 607,Central,Rohan Mehta,Risk Engine,11,3200,0.05,35200,33440.0,13308.278558913311
ORD-2025-1401,2025-11-10,Client Corp 951,West,Aarav Sharma,Payment Gateway,19,7500,0.1,142500,128250.0,46438.25758542548
ORD-2025-1402,2025-02-27,Client Corp 168,East,Ananya Verma,Advisory API,5,25000,0.1,125000,112500.0,36373.19326173815
ORD-2025-1403,2025-12-08,Client Corp 645,South,Priya Nair,Risk Engine,19,25000,0.0,475000,475000.0,160071.1320211776
ORD-2025-1404,2025-11-01,Client Corp 873,Central,Vikram Singh,Risk Engine,11,12000,0.0,132000,132000.0,51927.57263041951
ORD-2025-1405,2025-06-29,Client Corp 152,Central,Priya Nair,Payment Gateway,24,25000,0.2,600000,480000.0,153078.53811977553
ORD-2025-1406,2025-06-19,Client Corp 549,East,Ananya Verma,Payment Gateway,12,1500,0.05,18000,17100.0,5673.333995043701
ORD-2025-1407,2025-11-22,Client Corp 304,East,Priya Nair,Risk Engine,10,25000,0.0,250000,250000.0,54388.602960216034
ORD-2025-1408,2025-09-28,Client Corp 225,West,Priya Nair,FinTech Software,8,12000,0.0,96000,96000.0,28199.144911475007
ORD-2025-1409,2025-02-23,Client Corp 846,North,Ananya Verma,Risk Engine,24,7500,0.05,180000,171000.0,60180.93747476038
